srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system2Number,system1Id,system2Id,system1rank,system2rank
gug,gug,272,272,272,annotA,-1,-1,CAMB,NMT,4,2
gug,gug,272,272,272,annotA,-1,-1,CAMB,turk,4,1
gug,gug,272,272,272,annotA,-1,-1,CAMB,orig,4,5
gug,gug,272,272,272,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,272,272,272,annotA,-1,-1,NMT,turk,2,1
gug,gug,272,272,272,annotA,-1,-1,NMT,orig,2,5
gug,gug,272,272,272,annotA,-1,-1,NMT,AMU,2,4
gug,gug,272,272,272,annotA,-1,-1,turk,orig,1,5
gug,gug,272,272,272,annotA,-1,-1,turk,AMU,1,4
gug,gug,272,272,272,annotA,-1,-1,orig,AMU,5,4
gug,gug,2377,2377,2377,annotA,-1,-1,turk,CAMB,1,5
gug,gug,2377,2377,2377,annotA,-1,-1,turk,NMT,1,4
gug,gug,2377,2377,2377,annotA,-1,-1,turk,AMU,1,4
gug,gug,2377,2377,2377,annotA,-1,-1,turk,orig,1,4
gug,gug,2377,2377,2377,annotA,-1,-1,CAMB,NMT,5,4
gug,gug,2377,2377,2377,annotA,-1,-1,CAMB,AMU,5,4
gug,gug,2377,2377,2377,annotA,-1,-1,CAMB,orig,5,4
gug,gug,2377,2377,2377,annotA,-1,-1,NMT,AMU,4,4
gug,gug,2377,2377,2377,annotA,-1,-1,NMT,orig,4,4
gug,gug,2377,2377,2377,annotA,-1,-1,AMU,orig,4,4
gug,gug,749,749,749,annotA,-1,-1,NMT,AMU,5,3
gug,gug,749,749,749,annotA,-1,-1,NMT,turk,5,1
gug,gug,749,749,749,annotA,-1,-1,NMT,orig,5,4
gug,gug,749,749,749,annotA,-1,-1,NMT,CAMB,5,3
gug,gug,749,749,749,annotA,-1,-1,AMU,turk,3,1
gug,gug,749,749,749,annotA,-1,-1,AMU,orig,3,4
gug,gug,749,749,749,annotA,-1,-1,AMU,CAMB,3,3
gug,gug,749,749,749,annotA,-1,-1,turk,orig,1,4
gug,gug,749,749,749,annotA,-1,-1,turk,CAMB,1,3
gug,gug,749,749,749,annotA,-1,-1,orig,CAMB,4,3
gug,gug,734,734,734,annotA,-1,-1,orig,NMT,4,4
gug,gug,734,734,734,annotA,-1,-1,orig,CAMB,4,4
gug,gug,734,734,734,annotA,-1,-1,orig,turk,4,5
gug,gug,734,734,734,annotA,-1,-1,orig,AMU,4,4
gug,gug,734,734,734,annotA,-1,-1,NMT,CAMB,4,4
gug,gug,734,734,734,annotA,-1,-1,NMT,turk,4,5
gug,gug,734,734,734,annotA,-1,-1,NMT,AMU,4,4
gug,gug,734,734,734,annotA,-1,-1,CAMB,turk,4,5
gug,gug,734,734,734,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,734,734,734,annotA,-1,-1,turk,AMU,5,4
gug,gug,2212,2212,2212,annotA,-1,-1,CAMB,turk,2,1
gug,gug,2212,2212,2212,annotA,-1,-1,CAMB,NMT,2,5
gug,gug,2212,2212,2212,annotA,-1,-1,CAMB,AMU,2,3
gug,gug,2212,2212,2212,annotA,-1,-1,CAMB,orig,2,4
gug,gug,2212,2212,2212,annotA,-1,-1,turk,NMT,1,5
gug,gug,2212,2212,2212,annotA,-1,-1,turk,AMU,1,3
gug,gug,2212,2212,2212,annotA,-1,-1,turk,orig,1,4
gug,gug,2212,2212,2212,annotA,-1,-1,NMT,AMU,5,3
gug,gug,2212,2212,2212,annotA,-1,-1,NMT,orig,5,4
gug,gug,2212,2212,2212,annotA,-1,-1,AMU,orig,3,4
gug,gug,2607,2607,2607,annotA,-1,-1,AMU,CAMB,3,3
gug,gug,2607,2607,2607,annotA,-1,-1,AMU,orig,3,4
gug,gug,2607,2607,2607,annotA,-1,-1,AMU,NMT,3,2
gug,gug,2607,2607,2607,annotA,-1,-1,AMU,turk,3,1
gug,gug,2607,2607,2607,annotA,-1,-1,CAMB,orig,3,4
gug,gug,2607,2607,2607,annotA,-1,-1,CAMB,NMT,3,2
gug,gug,2607,2607,2607,annotA,-1,-1,CAMB,turk,3,1
gug,gug,2607,2607,2607,annotA,-1,-1,orig,NMT,4,2
gug,gug,2607,2607,2607,annotA,-1,-1,orig,turk,4,1
gug,gug,2607,2607,2607,annotA,-1,-1,NMT,turk,2,1
gug,gug,352,352,352,annotA,-1,-1,turk,AMU,1,4
gug,gug,352,352,352,annotA,-1,-1,turk,CAMB,1,4
gug,gug,352,352,352,annotA,-1,-1,turk,NMT,1,4
gug,gug,352,352,352,annotA,-1,-1,turk,orig,1,4
gug,gug,352,352,352,annotA,-1,-1,AMU,CAMB,4,4
gug,gug,352,352,352,annotA,-1,-1,AMU,NMT,4,4
gug,gug,352,352,352,annotA,-1,-1,AMU,orig,4,4
gug,gug,352,352,352,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,352,352,352,annotA,-1,-1,CAMB,orig,4,4
gug,gug,352,352,352,annotA,-1,-1,NMT,orig,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,AMU,NMT,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,AMU,CAMB,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,AMU,orig,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,AMU,turk,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,NMT,CAMB,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,NMT,orig,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,NMT,turk,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,CAMB,orig,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,CAMB,turk,4,4
gug,gug,2518,2518,2518,annotA,-1,-1,orig,turk,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,CAMB,orig,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,CAMB,turk,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,orig,turk,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,orig,NMT,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,orig,AMU,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,turk,NMT,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,turk,AMU,4,4
gug,gug,1871,1871,1871,annotA,-1,-1,NMT,AMU,4,4
gug,gug,2246,2246,2246,annotA,-1,-1,orig,turk,4,2
gug,gug,2246,2246,2246,annotA,-1,-1,orig,CAMB,4,4
gug,gug,2246,2246,2246,annotA,-1,-1,orig,AMU,4,4
gug,gug,2246,2246,2246,annotA,-1,-1,orig,NMT,4,3
gug,gug,2246,2246,2246,annotA,-1,-1,turk,CAMB,2,4
gug,gug,2246,2246,2246,annotA,-1,-1,turk,AMU,2,4
gug,gug,2246,2246,2246,annotA,-1,-1,turk,NMT,2,3
gug,gug,2246,2246,2246,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,2246,2246,2246,annotA,-1,-1,CAMB,NMT,4,3
gug,gug,2246,2246,2246,annotA,-1,-1,AMU,NMT,4,3
gug,gug,726,726,726,annotA,-1,-1,orig,AMU,4,4
gug,gug,726,726,726,annotA,-1,-1,orig,NMT,4,2
gug,gug,726,726,726,annotA,-1,-1,orig,turk,4,2
gug,gug,726,726,726,annotA,-1,-1,orig,CAMB,4,4
gug,gug,726,726,726,annotA,-1,-1,AMU,NMT,4,2
gug,gug,726,726,726,annotA,-1,-1,AMU,turk,4,2
gug,gug,726,726,726,annotA,-1,-1,AMU,CAMB,4,4
gug,gug,726,726,726,annotA,-1,-1,NMT,turk,2,2
gug,gug,726,726,726,annotA,-1,-1,NMT,CAMB,2,4
gug,gug,726,726,726,annotA,-1,-1,turk,CAMB,2,4
gug,gug,151,151,151,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,151,151,151,annotA,-1,-1,CAMB,turk,4,4
gug,gug,151,151,151,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,151,151,151,annotA,-1,-1,CAMB,orig,4,4
gug,gug,151,151,151,annotA,-1,-1,NMT,turk,4,4
gug,gug,151,151,151,annotA,-1,-1,NMT,AMU,4,4
gug,gug,151,151,151,annotA,-1,-1,NMT,orig,4,4
gug,gug,151,151,151,annotA,-1,-1,turk,AMU,4,4
gug,gug,151,151,151,annotA,-1,-1,turk,orig,4,4
gug,gug,151,151,151,annotA,-1,-1,AMU,orig,4,4
gug,gug,631,631,631,annotA,-1,-1,turk,orig,2,4
gug,gug,631,631,631,annotA,-1,-1,turk,AMU,2,2
gug,gug,631,631,631,annotA,-1,-1,turk,CAMB,2,4
gug,gug,631,631,631,annotA,-1,-1,turk,NMT,2,4
gug,gug,631,631,631,annotA,-1,-1,orig,AMU,4,2
gug,gug,631,631,631,annotA,-1,-1,orig,CAMB,4,4
gug,gug,631,631,631,annotA,-1,-1,orig,NMT,4,4
gug,gug,631,631,631,annotA,-1,-1,AMU,CAMB,2,4
gug,gug,631,631,631,annotA,-1,-1,AMU,NMT,2,4
gug,gug,631,631,631,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,692,692,692,annotA,-1,-1,AMU,NMT,4,2
gug,gug,692,692,692,annotA,-1,-1,AMU,CAMB,4,5
gug,gug,692,692,692,annotA,-1,-1,AMU,orig,4,4
gug,gug,692,692,692,annotA,-1,-1,AMU,turk,4,3
gug,gug,692,692,692,annotA,-1,-1,NMT,CAMB,2,5
gug,gug,692,692,692,annotA,-1,-1,NMT,orig,2,4
gug,gug,692,692,692,annotA,-1,-1,NMT,turk,2,3
gug,gug,692,692,692,annotA,-1,-1,CAMB,orig,5,4
gug,gug,692,692,692,annotA,-1,-1,CAMB,turk,5,3
gug,gug,692,692,692,annotA,-1,-1,orig,turk,4,3
gug,gug,1574,1574,1574,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,1574,1574,1574,annotA,-1,-1,CAMB,orig,4,4
gug,gug,1574,1574,1574,annotA,-1,-1,CAMB,turk,4,3
gug,gug,1574,1574,1574,annotA,-1,-1,CAMB,AMU,4,3
gug,gug,1574,1574,1574,annotA,-1,-1,NMT,orig,4,4
gug,gug,1574,1574,1574,annotA,-1,-1,NMT,turk,4,3
gug,gug,1574,1574,1574,annotA,-1,-1,NMT,AMU,4,3
gug,gug,1574,1574,1574,annotA,-1,-1,orig,turk,4,3
gug,gug,1574,1574,1574,annotA,-1,-1,orig,AMU,4,3
gug,gug,1574,1574,1574,annotA,-1,-1,turk,AMU,3,3
gug,gug,2625,2625,2625,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,2625,2625,2625,annotA,-1,-1,CAMB,orig,4,4
gug,gug,2625,2625,2625,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,2625,2625,2625,annotA,-1,-1,CAMB,turk,4,3
gug,gug,2625,2625,2625,annotA,-1,-1,AMU,orig,4,4
gug,gug,2625,2625,2625,annotA,-1,-1,AMU,NMT,4,4
gug,gug,2625,2625,2625,annotA,-1,-1,AMU,turk,4,3
gug,gug,2625,2625,2625,annotA,-1,-1,orig,NMT,4,4
gug,gug,2625,2625,2625,annotA,-1,-1,orig,turk,4,3
gug,gug,2625,2625,2625,annotA,-1,-1,NMT,turk,4,3
gug,gug,965,965,965,annotA,-1,-1,AMU,turk,4,5
gug,gug,965,965,965,annotA,-1,-1,AMU,NMT,4,4
gug,gug,965,965,965,annotA,-1,-1,AMU,CAMB,4,4
gug,gug,965,965,965,annotA,-1,-1,AMU,orig,4,4
gug,gug,965,965,965,annotA,-1,-1,turk,NMT,5,4
gug,gug,965,965,965,annotA,-1,-1,turk,CAMB,5,4
gug,gug,965,965,965,annotA,-1,-1,turk,orig,5,4
gug,gug,965,965,965,annotA,-1,-1,NMT,CAMB,4,4
gug,gug,965,965,965,annotA,-1,-1,NMT,orig,4,4
gug,gug,965,965,965,annotA,-1,-1,CAMB,orig,4,4
gug,gug,139,139,139,annotA,-1,-1,orig,turk,4,3
gug,gug,139,139,139,annotA,-1,-1,orig,CAMB,4,2
gug,gug,139,139,139,annotA,-1,-1,orig,NMT,4,5
gug,gug,139,139,139,annotA,-1,-1,orig,AMU,4,4
gug,gug,139,139,139,annotA,-1,-1,turk,CAMB,3,2
gug,gug,139,139,139,annotA,-1,-1,turk,NMT,3,5
gug,gug,139,139,139,annotA,-1,-1,turk,AMU,3,4
gug,gug,139,139,139,annotA,-1,-1,CAMB,NMT,2,5
gug,gug,139,139,139,annotA,-1,-1,CAMB,AMU,2,4
gug,gug,139,139,139,annotA,-1,-1,NMT,AMU,5,4
gug,gug,600,600,600,annotA,-1,-1,turk,CAMB,1,4
gug,gug,600,600,600,annotA,-1,-1,turk,AMU,1,3
gug,gug,600,600,600,annotA,-1,-1,turk,orig,1,4
gug,gug,600,600,600,annotA,-1,-1,turk,NMT,1,3
gug,gug,600,600,600,annotA,-1,-1,CAMB,AMU,4,3
gug,gug,600,600,600,annotA,-1,-1,CAMB,orig,4,4
gug,gug,600,600,600,annotA,-1,-1,CAMB,NMT,4,3
gug,gug,600,600,600,annotA,-1,-1,AMU,orig,3,4
gug,gug,600,600,600,annotA,-1,-1,AMU,NMT,3,3
gug,gug,600,600,600,annotA,-1,-1,orig,NMT,4,3
gug,gug,1418,1418,1418,annotA,-1,-1,CAMB,orig,3,4
gug,gug,1418,1418,1418,annotA,-1,-1,CAMB,NMT,3,5
gug,gug,1418,1418,1418,annotA,-1,-1,CAMB,turk,3,3
gug,gug,1418,1418,1418,annotA,-1,-1,CAMB,AMU,3,4
gug,gug,1418,1418,1418,annotA,-1,-1,orig,NMT,4,5
gug,gug,1418,1418,1418,annotA,-1,-1,orig,turk,4,3
gug,gug,1418,1418,1418,annotA,-1,-1,orig,AMU,4,4
gug,gug,1418,1418,1418,annotA,-1,-1,NMT,turk,5,3
gug,gug,1418,1418,1418,annotA,-1,-1,NMT,AMU,5,4
gug,gug,1418,1418,1418,annotA,-1,-1,turk,AMU,3,4
gug,gug,2003,2003,2003,annotA,-1,-1,AMU,orig,4,4
gug,gug,2003,2003,2003,annotA,-1,-1,AMU,NMT,4,5
gug,gug,2003,2003,2003,annotA,-1,-1,AMU,CAMB,4,3
gug,gug,2003,2003,2003,annotA,-1,-1,AMU,turk,4,2
gug,gug,2003,2003,2003,annotA,-1,-1,orig,NMT,4,5
gug,gug,2003,2003,2003,annotA,-1,-1,orig,CAMB,4,3
gug,gug,2003,2003,2003,annotA,-1,-1,orig,turk,4,2
gug,gug,2003,2003,2003,annotA,-1,-1,NMT,CAMB,5,3
gug,gug,2003,2003,2003,annotA,-1,-1,NMT,turk,5,2
gug,gug,2003,2003,2003,annotA,-1,-1,CAMB,turk,3,2
gug,gug,745,745,745,annotA,-1,-1,turk,CAMB,1,3
gug,gug,745,745,745,annotA,-1,-1,turk,orig,1,5
gug,gug,745,745,745,annotA,-1,-1,turk,NMT,1,3
gug,gug,745,745,745,annotA,-1,-1,turk,AMU,1,4
gug,gug,745,745,745,annotA,-1,-1,CAMB,orig,3,5
gug,gug,745,745,745,annotA,-1,-1,CAMB,NMT,3,3
gug,gug,745,745,745,annotA,-1,-1,CAMB,AMU,3,4
gug,gug,745,745,745,annotA,-1,-1,orig,NMT,5,3
gug,gug,745,745,745,annotA,-1,-1,orig,AMU,5,4
gug,gug,745,745,745,annotA,-1,-1,NMT,AMU,3,4
gug,gug,2370,2370,2370,annotA,-1,-1,AMU,CAMB,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,AMU,NMT,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,AMU,turk,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,AMU,orig,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,CAMB,turk,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,CAMB,orig,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,NMT,turk,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,NMT,orig,4,4
gug,gug,2370,2370,2370,annotA,-1,-1,turk,orig,4,4
gug,gug,1077,1077,1077,annotA,-1,-1,AMU,orig,3,4
gug,gug,1077,1077,1077,annotA,-1,-1,AMU,NMT,3,4
gug,gug,1077,1077,1077,annotA,-1,-1,AMU,turk,3,1
gug,gug,1077,1077,1077,annotA,-1,-1,AMU,CAMB,3,4
gug,gug,1077,1077,1077,annotA,-1,-1,orig,NMT,4,4
gug,gug,1077,1077,1077,annotA,-1,-1,orig,turk,4,1
gug,gug,1077,1077,1077,annotA,-1,-1,orig,CAMB,4,4
gug,gug,1077,1077,1077,annotA,-1,-1,NMT,turk,4,1
gug,gug,1077,1077,1077,annotA,-1,-1,NMT,CAMB,4,4
gug,gug,1077,1077,1077,annotA,-1,-1,turk,CAMB,1,4
gug,gug,1606,1606,1606,annotA,-1,-1,orig,NMT,5,2
gug,gug,1606,1606,1606,annotA,-1,-1,orig,turk,5,1
gug,gug,1606,1606,1606,annotA,-1,-1,orig,AMU,5,4
gug,gug,1606,1606,1606,annotA,-1,-1,orig,CAMB,5,3
gug,gug,1606,1606,1606,annotA,-1,-1,NMT,turk,2,1
gug,gug,1606,1606,1606,annotA,-1,-1,NMT,AMU,2,4
gug,gug,1606,1606,1606,annotA,-1,-1,NMT,CAMB,2,3
gug,gug,1606,1606,1606,annotA,-1,-1,turk,AMU,1,4
gug,gug,1606,1606,1606,annotA,-1,-1,turk,CAMB,1,3
gug,gug,1606,1606,1606,annotA,-1,-1,AMU,CAMB,4,3
gug,gug,316,316,316,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,316,316,316,annotA,-1,-1,CAMB,orig,4,4
gug,gug,316,316,316,annotA,-1,-1,CAMB,turk,4,2
gug,gug,316,316,316,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,316,316,316,annotA,-1,-1,AMU,orig,4,4
gug,gug,316,316,316,annotA,-1,-1,AMU,turk,4,2
gug,gug,316,316,316,annotA,-1,-1,AMU,NMT,4,4
gug,gug,316,316,316,annotA,-1,-1,orig,turk,4,2
gug,gug,316,316,316,annotA,-1,-1,orig,NMT,4,4
gug,gug,316,316,316,annotA,-1,-1,turk,NMT,2,4
gug,gug,1826,1826,1826,annotA,-1,-1,CAMB,orig,4,3
gug,gug,1826,1826,1826,annotA,-1,-1,CAMB,NMT,4,2
gug,gug,1826,1826,1826,annotA,-1,-1,CAMB,turk,4,1
gug,gug,1826,1826,1826,annotA,-1,-1,CAMB,AMU,4,3
gug,gug,1826,1826,1826,annotA,-1,-1,orig,NMT,3,2
gug,gug,1826,1826,1826,annotA,-1,-1,orig,turk,3,1
gug,gug,1826,1826,1826,annotA,-1,-1,orig,AMU,3,3
gug,gug,1826,1826,1826,annotA,-1,-1,NMT,turk,2,1
gug,gug,1826,1826,1826,annotA,-1,-1,NMT,AMU,2,3
gug,gug,1826,1826,1826,annotA,-1,-1,turk,AMU,1,3
gug,gug,2129,2129,2129,annotA,-1,-1,CAMB,orig,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,CAMB,turk,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,orig,AMU,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,orig,turk,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,orig,NMT,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,AMU,turk,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,AMU,NMT,4,4
gug,gug,2129,2129,2129,annotA,-1,-1,turk,NMT,4,4
gug,gug,3032,3032,3032,annotA,-1,-1,turk,NMT,3,4
gug,gug,3032,3032,3032,annotA,-1,-1,turk,CAMB,3,4
gug,gug,3032,3032,3032,annotA,-1,-1,turk,orig,3,4
gug,gug,3032,3032,3032,annotA,-1,-1,turk,AMU,3,4
gug,gug,3032,3032,3032,annotA,-1,-1,NMT,CAMB,4,4
gug,gug,3032,3032,3032,annotA,-1,-1,NMT,orig,4,4
gug,gug,3032,3032,3032,annotA,-1,-1,NMT,AMU,4,4
gug,gug,3032,3032,3032,annotA,-1,-1,CAMB,orig,4,4
gug,gug,3032,3032,3032,annotA,-1,-1,CAMB,AMU,4,4
gug,gug,3032,3032,3032,annotA,-1,-1,orig,AMU,4,4
gug,gug,522,522,522,annotA,-1,-1,AMU,turk,3,3
gug,gug,522,522,522,annotA,-1,-1,AMU,CAMB,3,4
gug,gug,522,522,522,annotA,-1,-1,AMU,orig,3,4
gug,gug,522,522,522,annotA,-1,-1,AMU,NMT,3,4
gug,gug,522,522,522,annotA,-1,-1,turk,CAMB,3,4
gug,gug,522,522,522,annotA,-1,-1,turk,orig,3,4
gug,gug,522,522,522,annotA,-1,-1,turk,NMT,3,4
gug,gug,522,522,522,annotA,-1,-1,CAMB,orig,4,4
gug,gug,522,522,522,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,522,522,522,annotA,-1,-1,orig,NMT,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,orig,AMU,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,orig,turk,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,orig,CAMB,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,orig,NMT,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,AMU,turk,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,AMU,CAMB,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,AMU,NMT,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,turk,CAMB,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,turk,NMT,4,4
gug,gug,2478,2478,2478,annotA,-1,-1,CAMB,NMT,4,4
gug,gug,1842,1842,1842,annotA,-1,-1,AMU,orig,5,4
gug,gug,1842,1842,1842,annotA,-1,-1,AMU,CAMB,5,3
gug,gug,1842,1842,1842,annotA,-1,-1,AMU,turk,5,1
gug,gug,1842,1842,1842,annotA,-1,-1,AMU,NMT,5,3
gug,gug,1842,1842,1842,annotA,-1,-1,orig,CAMB,4,3
gug,gug,1842,1842,1842,annotA,-1,-1,orig,turk,4,1
gug,gug,1842,1842,1842,annotA,-1,-1,orig,NMT,4,3
gug,gug,1842,1842,1842,annotA,-1,-1,CAMB,turk,3,1
gug,gug,1842,1842,1842,annotA,-1,-1,CAMB,NMT,3,3
gug,gug,1842,1842,1842,annotA,-1,-1,turk,NMT,1,3
gug,gug,285,285,285,annotA,-1,-1,orig,NMT,4,3
gug,gug,285,285,285,annotA,-1,-1,orig,AMU,4,4
gug,gug,285,285,285,annotA,-1,-1,orig,turk,4,1
